Lead Actuator Force ,Lead Actuator Displacment 
30.64,32.26
30.64,32.36
30.69,32.45
30.70,32.55
30.71,32.65
30.75,32.75
30.76,32.85
30.78,32.95
30.81,33.05
30.82,33.15
30.84,33.25
30.88,33.35
30.89,33.45
30.91,33.55
30.93,33.65
30.95,33.75
30.97,33.85
31.00,33.95
31.02,34.05
31.04,34.15
31.06,34.25
31.07,34.35
31.10,34.45
31.12,34.55
31.14,34.65
31.17,34.75
31.18,34.85
31.20,34.95
31.21,35.05
31.25,35.14
31.25,35.25
31.28,35.34
31.29,35.45
31.31,35.54
31.33,35.64
31.35,35.74
31.37,35.84
31.39,35.94
31.42,36.04
31.43,36.14
31.45,36.24
31.48,36.34
31.49,36.44
31.51,36.54
31.53,36.64
31.55,36.74
31.58,36.84
31.59,36.94
31.61,37.04
31.63,37.14
31.65,37.24
31.67,37.34
31.69,37.44
31.70,37.53
31.73,37.64
31.75,37.73
31.76,37.83
31.79,37.93
31.80,38.03
31.81,38.12
31.80,38.24
31.87,38.33
31.86,38.43
31.90,38.53
31.92,38.63
31.95,38.73
31.96,38.83
32.00,38.93
32.00,39.03
32.02,39.13
32.04,39.23
32.06,39.33
32.07,39.43
32.11,39.53
32.11,39.63
32.15,39.73
32.17,39.83
32.18,39.93
32.21,40.02
32.22,40.12
32.25,40.22
32.25,40.32
32.27,40.42
32.30,40.52
32.32,40.62
32.35,40.72
32.37,40.82
32.39,40.92
32.42,41.02
32.44,41.12
32.46,41.22
32.48,41.32
32.51,41.42
32.53,41.52
32.55,41.62
32.58,41.72
32.60,41.82
32.62,41.92
32.64,42.02
32.67,42.12
32.69,42.22
32.72,42.32
32.74,42.42
32.76,42.52
32.79,42.62
32.81,42.71
32.84,42.81
32.86,42.92
32.89,43.01
32.91,43.11
32.94,43.21
32.96,43.31
32.99,43.41
33.01,43.51
33.04,43.61
33.07,43.71
33.10,43.81
33.13,43.91
33.15,44.01
33.18,44.11
33.21,44.21
33.24,44.31
33.27,44.41
33.30,44.51
33.32,44.61
33.37,44.71
33.41,44.80
33.42,44.91
33.47,45.01
33.49,45.11
33.52,45.21
33.55,45.31
33.60,45.41
33.62,45.51
33.67,45.60
33.70,45.71
33.74,45.80
33.78,45.90
33.81,46.00
33.85,46.10
33.89,46.20
33.92,46.30
34.02,46.40
33.99,46.50
33.93,46.61
34.13,46.70
34.11,46.80
34.13,46.90
34.20,47.00
34.26,47.10
34.25,47.20
34.36,47.30
34.38,47.40
34.41,47.49
34.48,47.59
34.50,47.69
34.55,47.80
34.60,47.89
34.64,47.99
34.67,48.10
34.74,48.19
34.77,48.30
34.82,48.39
34.89,48.49
34.91,48.59
34.97,48.70
34.83,48.78
34.44,48.76
33.65,48.68
32.81,48.57
31.97,48.45
31.34,48.35
30.67,48.24
30.13,48.14
29.61,48.04
29.13,47.94
28.65,47.84
28.24,47.74
27.84,47.64
27.40,47.54
27.06,47.44
26.64,47.34
26.29,47.24
25.89,47.14
25.54,47.04
25.17,46.94
24.82,46.84
24.47,46.74
24.10,46.64
23.77,46.54
23.42,46.44
23.10,46.34
22.76,46.24
22.44,46.13
22.11,46.04
21.82,45.93
21.51,45.83
21.20,45.73
20.89,45.63
20.56,45.53
20.29,45.43
19.98,45.33
19.69,45.23
19.39,45.13
19.09,45.03
18.80,44.93
18.52,44.83
18.24,44.73
17.95,44.63
17.68,44.53
17.40,44.43
17.13,44.33
16.86,44.23
16.59,44.13
16.33,44.03
16.07,43.93
15.80,43.83
15.54,43.73
15.28,43.63
15.00,43.53
14.76,43.43
14.50,43.33
14.25,43.23
13.99,43.13
13.75,43.03
13.50,42.93
13.26,42.83
13.03,42.73
12.79,42.63
12.55,42.53
12.32,42.43
12.11,42.33
11.88,42.23
11.66,42.13
11.43,42.03
11.22,41.93
11.01,41.83
10.81,41.73
10.60,41.63
10.41,41.53
10.22,41.43
10.04,41.33
9.86,41.23
9.69,41.12
9.51,41.03
9.34,40.93
9.17,40.83
9.01,40.73
8.84,40.63
8.68,40.53
8.52,40.43
8.37,40.33
8.23,40.23
8.07,40.13
7.92,40.03
7.78,39.93
7.64,39.83
7.50,39.72
7.36,39.63
7.22,39.53
7.09,39.43
6.96,39.33
6.83,39.23
6.71,39.13
6.59,39.03
6.46,38.93
6.34,38.82
6.23,38.73
6.12,38.63
6.00,38.53
5.89,38.43
5.79,38.33
5.68,38.23
5.58,38.13
5.48,38.03
5.37,37.92
5.28,37.83
5.20,37.73
5.10,37.63
5.01,37.53
4.90,37.43
4.82,37.33
4.73,37.23
4.65,37.13
4.55,37.03
4.47,36.93
4.37,36.83
4.29,36.73
4.19,36.63
4.11,36.53
4.00,36.43
3.92,36.33
3.82,36.23
3.74,36.13
3.71,36.03
3.56,35.93
3.50,35.83
3.40,35.73
3.31,35.63
3.22,35.53
3.15,35.43
3.04,35.33
2.98,35.23
2.90,35.13
2.79,35.03
2.70,34.93
2.62,34.83
2.53,34.73
2.45,34.63
2.36,34.53
2.27,34.43
2.19,34.33
2.11,34.23
2.03,34.13
1.95,34.03
1.86,33.93
1.78,33.83
1.70,33.73
1.60,33.63
1.54,33.53
1.45,33.43
1.35,33.33
1.29,33.23
1.20,33.13
1.11,33.03
1.04,32.93
0.95,32.83
0.86,32.73
0.80,32.63
0.71,32.53
0.63,32.44
0.56,32.33
0.47,32.23
0.42,32.13
0.33,32.03
0.24,31.93
0.15,31.83
0.07,31.73
-0.01,31.63
-0.08,31.53
-0.19,31.43
-0.26,31.33
-0.36,31.23
-0.44,31.13
-0.51,31.04
-0.61,30.94
-0.70,30.83
-0.78,30.73
-0.87,30.63
-0.96,30.53
-1.03,30.43
-1.13,30.34
-1.21,30.24
-1.30,30.13
-1.38,30.03
-1.47,29.93
-1.55,29.84
-1.65,29.74
-1.73,29.63
-1.81,29.53
-1.90,29.44
-1.99,29.33
-2.08,29.24
-2.16,29.13
-2.25,29.03
-2.35,28.94
-2.43,28.83
-2.53,28.74
-2.62,28.64
-2.70,28.54
-2.80,28.44
-2.89,28.34
-2.97,28.24
-3.07,28.13
-3.15,28.04
-3.25,27.94
-3.33,27.84
-3.42,27.74
-3.51,27.63
-3.60,27.54
-3.69,27.44
-3.78,27.34
-3.86,27.24
-3.95,27.14
-4.04,27.04
-4.12,26.94
-4.21,26.84
-4.31,26.74
-4.38,26.64
-4.47,26.54
-4.55,26.44
-4.64,26.34
-4.72,26.24
-4.82,26.14
-4.90,26.04
-4.98,25.94
-5.06,25.84
-5.15,25.74
-5.23,25.64
-5.32,25.54
-5.40,25.44
-5.48,25.34
-5.57,25.24
-5.65,25.14
-5.73,25.04
-5.81,24.94
-5.90,24.84
-5.98,24.74
-6.06,24.64
-6.15,24.54
-6.23,24.44
-6.30,24.34
-6.39,24.24
-6.47,24.14
-6.54,24.04
-6.62,23.94
-6.70,23.85
-6.78,23.74
-6.86,23.64
-6.94,23.55
-7.01,23.44
-7.09,23.34
-7.16,23.24
-7.25,23.15
-7.32,23.05
-7.39,22.95
-7.46,22.85
-7.54,22.75
-7.61,22.65
-7.69,22.55
-7.75,22.45
-7.82,22.35
-7.89,22.25
-7.97,22.15
-8.03,22.05
-8.11,21.95
-8.17,21.85
-8.23,21.75
-8.30,21.65
-8.37,21.55
-8.43,21.45
-8.50,21.35
-8.56,21.25
-8.63,21.15
-8.69,21.05
-8.74,20.95
-8.82,20.85
-8.87,20.75
-8.93,20.65
-9.00,20.55
-9.05,20.45
-9.11,20.35
-9.18,20.25
-9.23,20.15
-9.29,20.05
-9.34,19.96
-9.40,19.85
-9.45,19.75
-9.50,19.65
-9.57,19.55
-9.61,19.45
-9.67,19.35
-9.72,19.25
-9.78,19.15
-9.83,19.05
-9.88,18.95
-9.93,18.86
-9.98,18.75
-10.03,18.66
-10.08,18.56
-10.14,18.46
-10.17,18.36
-10.23,18.26
-10.28,18.16
-10.33,18.06
-10.37,17.96
-10.42,17.86
-10.46,17.76
-10.52,17.66
-10.56,17.56
-10.61,17.46
-10.65,17.36
-10.70,17.26
-10.74,17.16
-10.79,17.06
-10.83,16.96
-10.88,16.86
-10.92,16.76
-10.96,16.66
-11.00,16.56
-11.05,16.46
-11.09,16.36
-11.13,16.26
-11.18,16.16
-11.22,16.06
-11.27,15.96
-11.32,15.86
-11.35,15.76
-11.40,15.66
-11.45,15.56
-11.49,15.46
-11.54,15.36
-11.58,15.26
-11.62,15.16
-11.66,15.06
-11.70,14.96
-11.75,14.86
-11.79,14.77
-11.82,14.66
-11.86,14.57
-11.90,14.47
-11.94,14.37
-11.98,14.27
-12.01,14.17
-12.05,14.07
-12.08,13.97
-12.12,13.87
-12.16,13.77
-12.19,13.67
-12.23,13.57
-12.27,13.47
-12.30,13.37
-12.34,13.27
-12.38,13.17
-12.41,13.07
-12.45,12.97
-12.49,12.87
-12.52,12.77
-12.55,12.67
-12.59,12.57
-12.63,12.47
-12.66,12.37
-12.70,12.27
-12.74,12.17
-12.77,12.07
-12.81,11.97
-12.84,11.88
-12.88,11.77
-12.92,11.67
-12.96,11.58
-12.99,11.48
-13.03,11.37
-13.06,11.27
-13.10,11.17
-13.14,11.08
-13.17,10.97
-13.22,10.88
-13.25,10.78
-13.29,10.68
-13.33,10.58
-13.37,10.48
-13.40,10.38
-13.44,10.28
-13.48,10.18
-13.52,10.08
-13.56,9.98
-13.60,9.88
-13.63,9.78
-13.67,9.68
-13.71,9.58
-13.74,9.48
-13.78,9.38
-13.82,9.28
-13.86,9.18
-13.90,9.08
-13.94,8.98
-13.98,8.88
-14.01,8.78
-14.05,8.68
-14.09,8.58
-14.12,8.49
-14.16,8.38
-14.20,8.29
-14.24,8.18
-14.27,8.09
-14.31,7.99
-14.35,7.89
-14.39,7.79
-14.42,7.69
-14.45,7.59
-14.49,7.49
-14.53,7.39
-14.56,7.29
-14.61,7.19
-14.64,7.09
-14.68,6.99
-14.72,6.89
-14.75,6.79
-14.78,6.69
-14.82,6.59
-14.86,6.49
-14.88,6.39
-14.93,6.29
-14.96,6.19
-14.99,6.09
-15.03,5.99
-15.07,5.89
-15.10,5.79
-15.14,5.69
-15.18,5.59
-15.21,5.49
-15.25,5.40
-15.29,5.29
-15.32,5.20
-15.36,5.10
-15.39,4.99
-15.43,4.90
-15.47,4.79
-15.50,4.70
-15.54,4.59
-15.57,4.50
-15.61,4.40
-15.65,4.30
-15.69,4.20
-15.72,4.10
-15.76,4.00
-15.80,3.90
-15.83,3.80
-15.87,3.70
-15.90,3.60
-15.94,3.50
-15.97,3.40
-16.01,3.30
-16.05,3.20
-16.08,3.10
-16.12,3.00
-16.16,2.90
-16.19,2.80
-16.23,2.70
-16.27,2.60
-16.30,2.50
-16.34,2.40
-16.37,2.30
-16.42,2.20
-16.45,2.10
-16.49,2.00
-16.53,1.90
-16.56,1.81
-16.60,1.70
-16.64,1.60
-16.68,1.51
-16.71,1.40
-16.75,1.31
-16.79,1.21
-16.83,1.11
-16.86,1.01
-16.91,0.91
-16.96,0.81
-17.01,0.71
-17.06,0.61
-17.13,0.51
-17.21,0.41
-17.30,0.31
-17.41,0.21
-17.54,0.11
-17.67,0.01
-17.83,-0.09
-17.99,-0.18
-18.15,-0.28
-18.33,-0.38
-18.53,-0.49
-18.73,-0.59
-18.94,-0.68
-19.16,-0.78
-19.39,-0.88
-19.62,-0.98
-19.87,-1.08
-20.11,-1.18
-20.34,-1.28
-20.58,-1.38
-20.83,-1.48
-21.05,-1.58
-21.28,-1.68
-21.52,-1.78
-21.74,-1.88
-21.94,-1.98
-22.12,-2.08
-22.27,-2.18
-22.37,-2.28
-22.47,-2.38
-22.56,-2.48
-22.64,-2.58
-22.73,-2.68
-22.81,-2.78
-22.90,-2.88
-22.97,-2.98
-23.06,-3.08
-23.14,-3.18
-23.21,-3.28
-23.29,-3.38
-23.36,-3.47
-23.44,-3.58
-23.51,-3.68
-23.59,-3.78
-23.66,-3.88
-23.72,-3.98
-23.80,-4.07
-23.87,-4.17
-23.93,-4.28
-24.00,-4.37
-24.07,-4.47
-24.14,-4.57
-24.19,-4.67
-24.27,-4.77
-24.33,-4.87
-24.38,-4.97
-24.45,-5.07
-24.51,-5.17
-24.56,-5.27
-24.63,-5.37
-24.69,-5.47
-24.74,-5.57
-24.80,-5.67
-24.87,-5.77
-24.92,-5.87
-24.97,-5.97
-25.02,-6.07
-25.07,-6.17
-25.11,-6.27
-25.16,-6.37
-25.21,-6.47
-25.25,-6.57
-25.29,-6.66
-25.34,-6.76
-25.38,-6.86
-25.43,-6.97
-25.46,-7.06
-25.52,-7.16
-25.55,-7.26
-25.60,-7.36
-25.65,-7.46
-25.69,-7.56
-25.72,-7.66
-25.77,-7.76
-25.80,-7.86
-25.85,-7.96
-25.89,-8.06
-25.92,-8.16
-25.96,-8.26
-26.00,-8.36
-26.04,-8.46
-26.07,-8.56
-26.11,-8.66
-26.14,-8.76
-26.18,-8.86
-26.20,-8.96
-26.25,-9.06
-26.26,-9.16
-26.31,-9.25
-26.33,-9.36
-26.37,-9.46
-26.40,-9.56
-26.43,-9.66
-26.46,-9.75
-26.50,-9.85
-26.52,-9.95
-26.56,-10.05
-26.58,-10.15
-26.61,-10.25
-26.63,-10.35
-26.67,-10.45
-26.69,-10.55
-26.72,-10.65
-26.74,-10.75
-26.77,-10.85
-26.80,-10.95
-26.82,-11.05
-26.85,-11.15
-26.86,-11.25
-26.89,-11.35
-26.92,-11.45
-26.93,-11.55
-26.96,-11.65
-26.99,-11.75
-27.01,-11.85
-27.03,-11.95
-27.04,-12.05
-27.07,-12.14
-27.09,-12.25
-27.11,-12.34
-27.14,-12.45
-27.13,-12.54
-27.16,-12.65
-27.19,-12.74
-27.20,-12.84
-27.22,-12.95
-27.24,-13.04
-27.26,-13.14
-27.27,-13.24
-27.29,-13.34
-27.31,-13.44
-27.32,-13.54
-27.33,-13.64
-27.35,-13.74
-27.37,-13.84
-27.38,-13.94
-27.39,-14.04
-27.41,-14.14
-27.42,-14.24
-27.44,-14.34
-27.45,-14.44
-27.46,-14.54
-27.48,-14.64
-27.48,-14.73
-27.50,-14.84
-27.51,-14.93
-27.52,-15.03
-27.54,-15.13
-27.55,-15.23
-27.56,-15.33
-27.57,-15.43
-27.59,-15.54
-27.60,-15.63
-27.61,-15.73
-27.62,-15.83
-27.63,-15.93
-27.64,-16.03
-27.65,-16.13
-27.66,-16.23
-27.67,-16.33
-27.68,-16.43
-27.70,-16.53
-27.70,-16.63
-27.72,-16.73
-27.73,-16.83
-27.74,-16.93
-27.75,-17.03
-27.76,-17.12
-27.77,-17.23
-27.78,-17.33
-27.79,-17.42
-27.81,-17.53
-27.82,-17.62
-27.83,-17.72
-27.84,-17.83
-27.86,-17.92
-27.86,-18.02
-27.88,-18.12
-27.89,-18.22
-27.90,-18.32
-27.91,-18.42
-27.93,-18.52
-27.93,-18.62
-27.95,-18.72
-27.97,-18.82
-27.98,-18.92
-28.00,-19.02
-28.01,-19.12
-28.02,-19.22
-28.04,-19.32
-28.05,-19.42
-28.06,-19.52
-28.08,-19.62
-28.08,-19.72
-28.10,-19.82
-28.12,-19.92
-28.13,-20.02
-28.14,-20.12
-28.17,-20.22
-28.18,-20.32
-28.20,-20.42
-28.21,-20.52
-28.23,-20.61
-28.24,-20.71
-28.26,-20.81
-28.28,-20.91
-28.29,-21.01
-28.30,-21.11
-28.31,-21.21
-28.33,-21.31
-28.34,-21.41
-28.36,-21.51
-28.38,-21.61
-28.39,-21.71
-28.41,-21.81
-28.43,-21.91
-28.44,-22.01
-28.46,-22.11
-28.47,-22.21
-28.50,-22.31
-28.51,-22.41
-28.53,-22.51
-28.55,-22.61
-28.56,-22.71
-28.58,-22.80
-28.61,-22.91
-28.62,-23.01
-28.63,-23.11
-28.66,-23.20
-28.68,-23.30
-28.69,-23.40
-28.71,-23.51
-28.74,-23.60
-28.76,-23.70
-28.78,-23.80
-28.81,-23.90
-28.82,-24.01
-28.84,-24.10
-28.87,-24.20
-28.89,-24.30
-28.91,-24.40
-28.93,-24.50
-28.96,-24.60
-28.98,-24.70
-29.01,-24.80
-29.03,-24.90
-29.09,-24.99
-29.14,-25.10
-29.22,-25.20
-29.30,-25.30
-29.37,-25.40
-29.43,-25.50
-29.51,-25.59
-29.57,-25.70
-29.64,-25.79
-29.70,-25.89
-29.77,-25.99
-29.83,-26.09
-29.90,-26.19
-29.97,-26.29
-30.04,-26.39
-30.09,-26.49
-30.16,-26.59
-30.21,-26.69
-30.27,-26.79
-30.32,-26.89
-30.37,-26.99
-30.42,-27.09
-30.46,-27.19
-30.51,-27.29
-30.56,-27.39
-30.60,-27.49
-30.65,-27.59
-30.70,-27.69
-30.74,-27.79
-30.79,-27.89
-30.83,-27.99
-30.88,-28.09
-30.92,-28.19
-30.96,-28.29
-31.01,-28.38
-31.05,-28.48
-31.10,-28.58
-31.14,-28.68
-31.19,-28.78
-31.23,-28.88
-31.28,-28.99
-31.32,-29.08
-31.36,-29.18
-31.40,-29.28
-31.45,-29.38
-31.49,-29.48
-31.52,-29.58
-31.57,-29.68
-31.60,-29.78
-31.64,-29.88
-31.69,-29.98
-31.73,-30.07
-31.77,-30.18
-31.81,-30.28
-31.85,-30.38
-31.89,-30.48
-31.93,-30.58
-31.97,-30.68
-32.00,-30.78
-32.05,-30.88
-32.08,-30.98
-32.12,-31.08
-32.16,-31.17
-32.20,-31.27
-32.23,-31.38
-32.27,-31.47
-32.31,-31.57
-32.34,-31.67
-32.38,-31.77
-32.41,-31.87
-32.46,-31.97
-32.49,-32.07
-32.53,-32.17
-32.56,-32.27
-32.60,-32.37
-32.63,-32.47
-32.67,-32.57
-32.70,-32.67
-32.73,-32.77
-32.77,-32.87
-32.81,-32.97
-32.85,-33.07
-32.87,-33.17
-32.91,-33.27
-32.95,-33.37
-32.98,-33.47
-33.02,-33.57
-33.05,-33.66
-33.08,-33.77
-33.12,-33.87
-33.16,-33.96
-33.19,-34.06
-33.22,-34.16
-33.25,-34.26
-33.29,-34.36
-33.32,-34.46
-33.36,-34.56
-33.39,-34.66
-33.42,-34.76
-33.45,-34.86
-33.48,-34.96
-33.52,-35.06
-33.55,-35.16
-33.59,-35.26
-33.62,-35.36
-33.65,-35.46
-33.68,-35.56
-33.72,-35.66
-33.75,-35.76
-33.78,-35.86
-33.81,-35.96
-33.84,-36.06
-33.88,-36.16
-33.91,-36.25
-33.94,-36.35
-33.98,-36.45
-34.01,-36.55
-34.04,-36.65
-34.07,-36.76
-34.10,-36.85
-34.13,-36.95
-34.17,-37.05
-34.20,-37.15
-34.23,-37.25
-34.27,-37.35
-34.30,-37.45
-34.33,-37.55
-34.36,-37.65
-34.39,-37.75
-34.42,-37.85
-34.45,-37.95
-34.48,-38.05
-34.51,-38.15
-34.55,-38.25
-34.58,-38.35
-34.61,-38.45
-34.64,-38.55
-34.67,-38.65
-34.70,-38.75
-34.74,-38.85
-34.77,-38.94
-34.80,-39.05
-34.83,-39.14
-34.87,-39.24
-34.89,-39.35
-34.92,-39.44
-34.96,-39.55
-34.99,-39.65
-35.02,-39.74
-35.05,-39.84
-35.08,-39.94
-35.11,-40.04
-35.14,-40.14
-35.17,-40.24
-35.20,-40.34
-35.22,-40.44
-35.25,-40.54
-35.28,-40.64
-35.31,-40.74
-35.35,-40.84
-35.38,-40.94
-35.40,-41.04
-35.44,-41.14
-35.47,-41.24
-35.50,-41.34
-35.53,-41.44
-35.57,-41.53
-35.60,-41.64
-35.63,-41.73
-35.67,-41.83
-35.70,-41.93
-35.73,-42.03
-35.76,-42.13
-35.80,-42.23
-35.83,-42.33
-35.86,-42.43
-35.89,-42.53
-35.92,-42.63
-35.96,-42.73
-35.99,-42.83
-36.02,-42.93
-36.05,-43.03
-36.09,-43.13
-36.12,-43.23
-36.15,-43.33
-36.18,-43.43
-36.22,-43.53
-36.25,-43.63
-36.28,-43.73
-36.32,-43.83
-36.35,-43.93
-36.38,-44.02
-36.41,-44.12
-36.46,-44.23
-36.48,-44.32
-36.52,-44.42
-36.55,-44.52
-36.59,-44.62
-36.61,-44.73
-36.65,-44.82
-36.68,-44.92
-36.71,-45.02
-36.75,-45.12
-36.78,-45.22
-36.82,-45.32
-36.85,-45.42
-36.88,-45.52
-36.91,-45.62
-36.95,-45.72
-36.98,-45.82
-37.02,-45.92
-37.05,-46.01
-37.08,-46.12
-37.12,-46.22
-37.16,-46.32
-37.20,-46.42
-37.23,-46.52
-37.27,-46.62
-37.30,-46.71
-37.34,-46.81
-37.37,-46.91
-37.41,-47.01
-37.45,-47.11
-37.49,-47.21
-37.52,-47.31
-37.56,-47.41
-37.60,-47.51
-37.62,-47.61
-37.66,-47.71
-37.69,-47.81
-37.73,-47.91
-37.76,-48.01
-37.80,-48.11
-37.84,-48.21
-37.88,-48.31
-37.93,-48.41
-37.95,-48.51
-37.99,-48.61
-38.03,-48.71
-37.87,-48.79
-37.31,-48.76
-36.53,-48.66
-35.72,-48.55
-34.79,-48.44
-33.97,-48.33
-33.22,-48.23
-32.53,-48.12
-31.81,-48.02
-31.22,-47.92
-30.55,-47.82
-29.95,-47.72
-29.36,-47.62
-28.80,-47.52
-28.25,-47.42
-27.71,-47.32
-27.20,-47.22
-26.67,-47.12
-26.20,-47.02
-25.72,-46.92
-25.28,-46.82
-24.80,-46.72
-24.37,-46.62
-23.94,-46.52
-23.51,-46.42
-23.10,-46.32
-22.68,-46.22
-22.28,-46.12
-21.86,-46.01
-21.49,-45.92
-21.10,-45.81
-20.71,-45.72
-20.34,-45.62
-19.97,-45.52
-19.60,-45.42
-19.25,-45.32
-18.91,-45.22
-18.55,-45.11
-18.22,-45.02
-17.88,-44.91
-17.56,-44.82
-17.24,-44.72
-16.92,-44.62
-16.60,-44.51
-16.30,-44.42
-15.99,-44.32
-15.69,-44.22
-15.37,-44.11
-15.07,-44.02
-14.76,-43.92
-14.48,-43.82
-14.18,-43.72
-13.88,-43.62
-13.59,-43.52
-13.32,-43.41
-13.04,-43.31
-12.77,-43.21
-12.49,-43.11
-12.22,-43.01
-11.96,-42.91
-11.70,-42.81
-11.45,-42.71
-11.19,-42.61
-10.94,-42.51
-10.70,-42.41
-10.46,-42.31
-10.23,-42.21
-9.99,-42.11
-9.76,-42.01
-9.54,-41.91
-9.32,-41.81
-9.10,-41.71
-8.89,-41.61
-8.68,-41.51
-8.47,-41.41
-8.27,-41.31
-8.08,-41.21
-7.87,-41.11
-7.68,-41.01
-7.50,-40.91
-7.32,-40.81
-7.15,-40.71
-6.97,-40.61
-6.79,-40.51
-6.62,-40.41
-6.46,-40.31
-6.29,-40.21
-6.13,-40.11
-5.96,-40.01
-5.80,-39.91
-5.66,-39.81
-5.50,-39.71
-5.35,-39.61
-5.19,-39.51
-5.04,-39.41
-4.90,-39.31
-4.76,-39.21
-4.62,-39.11
-4.48,-39.01
-4.33,-38.91
-4.20,-38.81
-4.08,-38.71
-3.94,-38.61
-3.81,-38.51
-3.68,-38.41
-3.55,-38.31
-3.43,-38.21
-3.31,-38.11
-3.18,-38.01
-3.06,-37.91
-2.94,-37.81
-2.83,-37.71
-2.72,-37.61
-2.60,-37.51
-2.49,-37.41
-2.38,-37.31
-2.28,-37.21
-2.18,-37.11
-2.07,-37.01
-1.97,-36.91
-1.87,-36.81
-1.78,-36.71
-1.69,-36.61
-1.59,-36.51
-1.50,-36.41
-1.41,-36.31
-1.32,-36.21
-1.24,-36.11
-1.15,-36.01
-1.06,-35.91
-0.97,-35.81
-0.90,-35.71
-0.81,-35.61
-0.74,-35.51
-0.65,-35.41
-0.57,-35.31
-0.49,-35.22
-0.42,-35.11
-0.34,-35.01
-0.27,-34.91
-0.19,-34.82
-0.12,-34.71
-0.05,-34.61
0.02,-34.51
0.09,-34.41
0.17,-34.31
0.23,-34.21
0.29,-34.11
0.36,-34.01
0.42,-33.91
0.49,-33.81
0.55,-33.71
0.61,-33.61
0.67,-33.51
0.73,-33.41
0.79,-33.31
0.85,-33.22
0.91,-33.11
0.97,-33.01
1.03,-32.91
1.10,-32.81
1.15,-32.71
1.21,-32.61
1.27,-32.51
1.34,-32.41
1.40,-32.31
1.46,-32.21
1.52,-32.11
1.58,-32.01
1.64,-31.91
1.70,-31.81
1.76,-31.71
1.82,-31.61
1.88,-31.51
1.95,-31.41
2.01,-31.31
2.07,-31.21
2.14,-31.11
2.20,-31.01
2.27,-30.91
2.33,-30.81
2.40,-30.71
2.46,-30.61
2.52,-30.52
2.61,-30.42
2.67,-30.32
2.73,-30.22
2.80,-30.12
2.87,-30.01
2.93,-29.91
3.02,-29.82
3.09,-29.72
3.14,-29.62
3.21,-29.52
3.30,-29.41
3.36,-29.32
3.46,-29.22
3.52,-29.12
3.58,-29.02
3.67,-28.92
3.75,-28.82
3.81,-28.72
3.90,-28.62
3.98,-28.52
4.04,-28.42
4.13,-28.32
4.21,-28.22
4.29,-28.12
4.37,-28.02
4.45,-27.92
4.53,-27.82
4.61,-27.72
4.69,-27.62
4.76,-27.52
4.85,-27.42
4.93,-27.32
5.01,-27.22
5.10,-27.12
5.17,-27.02
5.25,-26.92
5.33,-26.82
5.41,-26.72
5.50,-26.62
5.58,-26.52
5.66,-26.42
5.74,-26.32
5.83,-26.22
5.91,-26.12
5.99,-26.02
6.07,-25.92
6.16,-25.82
6.24,-25.72
6.33,-25.62
6.41,-25.52
6.49,-25.42
6.57,-25.32
6.66,-25.23
6.74,-25.12
6.82,-25.02
6.91,-24.92
6.99,-24.83
7.08,-24.72
7.16,-24.63
7.25,-24.53
7.33,-24.43
7.41,-24.32
7.49,-24.23
7.58,-24.12
7.66,-24.03
7.74,-23.93
7.83,-23.83
7.91,-23.73
8.00,-23.63
8.07,-23.53
8.16,-23.43
8.23,-23.33
8.31,-23.23
8.39,-23.13
8.47,-23.03
8.55,-22.93
8.63,-22.83
8.71,-22.73
8.78,-22.63
8.86,-22.53
8.93,-22.43
9.01,-22.33
9.09,-22.23
9.16,-22.13
9.24,-22.03
9.30,-21.93
9.37,-21.83
9.45,-21.73
9.52,-21.63
9.59,-21.53
9.66,-21.43
9.73,-21.33
9.79,-21.23
9.86,-21.13
9.93,-21.04
9.99,-20.93
10.06,-20.84
10.12,-20.73
10.19,-20.63
10.25,-20.53
10.31,-20.44
10.37,-20.34
10.44,-20.24
10.50,-20.13
10.56,-20.04
10.62,-19.94
10.68,-19.84
10.73,-19.74
10.79,-19.64
10.85,-19.54
10.91,-19.44
10.96,-19.34
11.02,-19.24
11.07,-19.14
11.13,-19.04
11.19,-18.94
11.24,-18.84
11.29,-18.74
11.35,-18.64
11.40,-18.54
11.45,-18.44
11.50,-18.34
11.55,-18.24
11.61,-18.14
11.66,-18.04
11.71,-17.94
11.76,-17.84
11.81,-17.74
11.86,-17.64
11.91,-17.54
11.96,-17.44
12.01,-17.34
12.05,-17.24
12.10,-17.14
12.14,-17.04
12.19,-16.94
12.24,-16.85
12.29,-16.74
12.33,-16.64
12.38,-16.55
12.42,-16.45
12.47,-16.34
12.51,-16.25
12.56,-16.15
12.60,-16.05
12.64,-15.95
12.69,-15.85
12.73,-15.74
12.77,-15.65
12.81,-15.55
12.85,-15.45
12.89,-15.35
12.94,-15.25
12.97,-15.15
13.02,-15.05
13.06,-14.95
13.10,-14.85
13.14,-14.75
13.18,-14.65
13.22,-14.55
13.26,-14.45
13.30,-14.35
13.34,-14.25
13.38,-14.15
13.42,-14.05
13.46,-13.95
13.50,-13.85
13.54,-13.75
13.58,-13.65
13.62,-13.55
13.66,-13.46
13.69,-13.35
13.73,-13.25
13.77,-13.15
13.81,-13.05
13.84,-12.95
13.88,-12.85
13.91,-12.76
13.95,-12.66
13.99,-12.55
14.02,-12.46
14.06,-12.36
14.10,-12.25
14.13,-12.16
14.17,-12.06
14.20,-11.96
14.24,-11.86
14.28,-11.76
14.31,-11.66
14.35,-11.56
14.38,-11.45
